,time,att,field,Home_team,Visit_team
1113,2012/5/31,2781,嘉市,兄弟象,Lamigo桃猿
1114,2012/5/30,1201,台中,興農牛,統一7-ELEVEn獅
1115,2012/5/29,1256,新莊,兄弟象,Lamigo桃猿
1116,2012/5/27,2548,台南,統一7-ELEVEn獅,Lamigo桃猿
1117,2012/5/27,2401,桃園,興農牛,兄弟象
1118,2012/5/26,4069,台南,統一7-ELEVEn獅,Lamigo桃猿
1119,2012/5/26,2596,天母,興農牛,兄弟象
1120,2012/5/25,2159,台南,統一7-ELEVEn獅,Lamigo桃猿
1121,2012/5/25,2122,台中,興農牛,兄弟象
1122,2012/5/24,1588,桃園,Lamigo桃猿,興農牛
1123,2012/5/23,3117,屏東,統一7-ELEVEn獅,兄弟象
1124,2012/5/19,2580,桃園,Lamigo桃猿,統一7-ELEVEn獅
1125,2012/5/18,1668,桃園,Lamigo桃猿,統一7-ELEVEn獅
1126,2012/5/15,1546,新莊,兄弟象,統一7-ELEVEn獅
1127,2012/5/13,3388,新莊,兄弟象,Lamigo桃猿
1128,2012/5/13,2886,洲際,興農牛,統一7-ELEVEn獅
1129,2012/5/12,2566,天母,兄弟象,Lamigo桃猿
1130,2012/5/12,12192,洲際,興農牛,統一7-ELEVEn獅
1131,2012/5/11,2559,新竹,兄弟象,Lamigo桃猿
1132,2012/5/11,1991,斗六,興農牛,統一7-ELEVEn獅
1133,2012/5/10,1796,台南,統一7-ELEVEn獅,Lamigo桃猿
1134,2012/5/10,1630,台中,興農牛,兄弟象
1135,2012/5/9,2048,台南,統一7-ELEVEn獅,Lamigo桃猿
1136,2012/5/8,1761,台中,興農牛,兄弟象
1137,2012/5/6,2469,桃園,Lamigo桃猿,興農牛
1138,2012/5/6,4388,新莊,統一7-ELEVEn獅,兄弟象
1139,2012/5/6,2240,新莊,統一7-ELEVEn獅,兄弟象
1140,2012/5/5,2542,桃園,Lamigo桃猿,興農牛
1141,2012/5/5,3719,天母,統一7-ELEVEn獅,兄弟象
1142,2012/5/4,1241,桃園,Lamigo桃猿,興農牛
1143,2012/5/3,1581,桃園,Lamigo桃猿,兄弟象
1144,2012/5/3,1350,台南,統一7-ELEVEn獅,興農牛
1145,2012/5/1,1568,台南,統一7-ELEVEn獅,興農牛
1146,2012/4/29,2997,天母,兄弟象,統一7-ELEVEn獅
1147,2012/4/29,3816,洲際,興農牛,Lamigo桃猿
1148,2012/4/26,1648,台南,統一7-ELEVEn獅,Lamigo桃猿
1149,2012/4/25,1798,新竹,兄弟象,興農牛
1150,2012/4/24,1760,台南,統一7-ELEVEn獅,Lamigo桃猿
1151,2012/4/22,4883,桃園,Lamigo桃猿,兄弟象
1152,2012/4/22,2417,天母,統一7-ELEVEn獅,興農牛
1153,2012/4/21,4020,桃園,Lamigo桃猿,兄弟象
1154,2012/4/21,2018,新莊,統一7-ELEVEn獅,興農牛
1155,2012/4/21,1571,新莊,統一7-ELEVEn獅,興農牛
1156,2012/4/20,2550,桃園,Lamigo桃猿,兄弟象
1157,2012/4/19,1246,桃園,Lamigo桃猿,興農牛
1158,2012/4/17,2536,嘉市,統一7-ELEVEn獅,兄弟象
1159,2012/4/15,3333,桃園,Lamigo桃猿,統一7-ELEVEn獅
1160,2012/4/15,3230,新莊,興農牛,兄弟象
1161,2012/4/14,3311,桃園,Lamigo桃猿,統一7-ELEVEn獅
1162,2012/4/14,3142,天母,興農牛,兄弟象
1163,2012/4/13,1891,桃園,Lamigo桃猿,統一7-ELEVEn獅
1164,2012/4/13,3007,新竹,興農牛,兄弟象
1165,2012/4/12,1235,新莊,兄弟象,Lamigo桃猿
1166,2012/4/12,1265,台中,興農牛,統一7-ELEVEn獅
1167,2012/4/11,1552,新莊,兄弟象,Lamigo桃猿
1168,2012/4/10,1267,台中,興農牛,統一7-ELEVEn獅
1169,2012/4/8,3155,屏東,統一7-ELEVEn獅,Lamigo桃猿
1170,2012/4/8,4353,新莊,兄弟象,興農牛
1171,2012/4/7,4058,台南,統一7-ELEVEn獅,Lamigo桃猿
1172,2012/4/7,3774,天母,兄弟象,興農牛
1173,2012/4/6,1667,台南,統一7-ELEVEn獅,Lamigo桃猿
1174,2012/4/6,1208,新莊,兄弟象,興農牛
1175,2012/4/5,1148,台南,統一7-ELEVEn獅,興農牛
1176,2012/4/4,2172,台南,統一7-ELEVEn獅,興農牛
1177,2012/4/3,3141,桃園,Lamigo桃猿,兄弟象
1178,2012/4/1,3807,洲際,統一7-ELEVEn獅,兄弟象
1179,2012/4/1,2557,桃園,Lamigo桃猿,興農牛
1180,2012/3/31,5148,台南,統一7-ELEVEn獅,兄弟象
1181,2012/3/31,2667,桃園,Lamigo桃猿,興農牛
1182,2012/3/30,3051,台南,統一7-ELEVEn獅,兄弟象
1183,2012/3/30,1690,桃園,Lamigo桃猿,興農牛
1184,2012/3/29,1971,新莊,興農牛,兄弟象
1185,2012/3/29,2018,桃園,Lamigo桃猿,統一7-ELEVEn獅
1186,2012/3/28,2635,台中,興農牛,兄弟象
1187,2012/3/27,1960,桃園,Lamigo桃猿,統一7-ELEVEn獅
1188,2012/3/25,3451,屏東,兄弟象,Lamigo桃猿
1189,2012/3/25,2609,洲際,興農牛,統一7-ELEVEn獅
1190,2012/3/24,5057,澄清湖,兄弟象,Lamigo桃猿
1191,2012/3/24,2135,洲際,興農牛,統一7-ELEVEn獅
1192,2012/3/23,3245,嘉市,兄弟象,Lamigo桃猿
1193,2012/3/23,1098,新竹,興農牛,統一7-ELEVEn獅
1194,2012/3/22,2643,新竹,兄弟象,統一7-ELEVEn獅
1195,2012/3/22,3331,台中,興農牛,Lamigo桃猿
1196,2012/3/21,2389,新莊,兄弟象,統一7-ELEVEn獅
1197,2012/3/20,4177,台中,興農牛,Lamigo桃猿
1198,2012/3/18,6018,新莊,統一7-ELEVEn獅,兄弟象
1199,2012/3/18,6109,桃園,Lamigo桃猿,興農牛
1200,2012/3/17,10000,天母,統一7-ELEVEn獅,兄弟象
1201,2011/10/8,10000,天母,兄弟象,Lamigo桃猿
1202,2011/10/5,3108,新莊,兄弟象,興農牛
1203,2011/10/4,1069,台中,興農牛,統一7-ELEVEn獅
1204,2011/10/2,2462,桃園,Lamigo桃猿,興農牛
1205,2011/10/1,3686,洲際,興農牛,兄弟象
1206,2011/9/30,4003,嘉市,兄弟象,統一7-ELEVEn獅
1207,2011/9/29,4489,台南,統一7-ELEVEn獅,兄弟象
1208,2011/9/28,977,台中,興農牛,統一7-ELEVEn獅
1209,2011/9/27,5113,新莊,兄弟象,Lamigo桃猿
1210,2011/9/25,9187,桃園,Lamigo桃猿,兄弟象
1211,2011/9/25,2302,洲際,興農牛,統一7-ELEVEn獅
1212,2011/9/24,8017,桃園,Lamigo桃猿,兄弟象
1213,2011/9/24,2924,洲際,興農牛,統一7-ELEVEn獅
1214,2011/9/23,3274,桃園,Lamigo桃猿,兄弟象
1215,2011/9/23,1677,台中,興農牛,統一7-ELEVEn獅
1216,2011/9/22,1601,桃園,Lamigo桃猿,興農牛
1217,2011/9/22,2261,台南,統一7-ELEVEn獅,兄弟象
1218,2011/9/21,1663,桃園,Lamigo桃猿,興農牛
1219,2011/9/20,2002,澄清湖,統一7-ELEVEn獅,兄弟象
1220,2011/9/18,3023,澄清湖,統一7-ELEVEn獅,Lamigo桃猿
1221,2011/9/18,3458,新莊,兄弟象,興農牛
1222,2011/9/17,3334,台南,統一7-ELEVEn獅,Lamigo桃猿
1223,2011/9/17,3801,天母,兄弟象,興農牛
1224,2011/9/16,2142,台南,統一7-ELEVEn獅,Lamigo桃猿
1225,2011/9/16,1590,桃園,兄弟象,興農牛
1226,2011/9/15,1813,台南,統一7-ELEVEn獅,興農牛
1227,2011/9/15,2180,新竹,兄弟象,Lamigo桃猿
1228,2011/9/14,1348,澄清湖,統一7-ELEVEn獅,興農牛
1229,2011/9/13,1831,台中,兄弟象,Lamigo桃猿
1230,2011/9/11,3299,桃園,兄弟象,統一7-ELEVEn獅
1231,2011/9/11,1618,新竹,興農牛,Lamigo桃猿
1232,2011/9/10,4168,天母,兄弟象,統一7-ELEVEn獅
1233,2011/9/10,2028,台中,興農牛,Lamigo桃猿
1234,2011/9/9,2366,新莊,兄弟象,統一7-ELEVEn獅
1235,2011/9/9,1424,台中,興農牛,Lamigo桃猿
1236,2011/9/8,1806,桃園,Lamigo桃猿,統一7-ELEVEn獅
1237,2011/9/8,1536,台中,興農牛,兄弟象
1238,2011/9/7,2048,桃園,Lamigo桃猿,統一7-ELEVEn獅
1239,2011/9/6,1528,台中,興農牛,兄弟象
1240,2011/9/4,15287,澄清湖,統一7-ELEVEn獅,兄弟象
1241,2011/9/4,2444,斗六,Lamigo桃猿,興農牛
1242,2011/9/3,4036,台南,統一7-ELEVEn獅,兄弟象
1243,2011/9/3,2198,澄清湖,Lamigo桃猿,興農牛
1244,2011/9/2,2016,台南,統一7-ELEVEn獅,兄弟象
1245,2011/9/2,2226,屏東,Lamigo桃猿,興農牛
1246,2011/9/1,1319,台南,統一7-ELEVEn獅,Lamigo桃猿
1247,2011/8/31,1217,澄清湖,統一7-ELEVEn獅,Lamigo桃猿
1248,2011/8/30,973,新莊,兄弟象,興農牛
1249,2011/8/28,1706,桃園,統一7-ELEVEn獅,興農牛
1250,2011/8/27,4507,天母,統一7-ELEVEn獅,興農牛
1251,2011/8/27,4111,新莊,兄弟象,Lamigo桃猿
1252,2011/8/26,2058,新莊,統一7-ELEVEn獅,興農牛
1253,2011/8/26,3221,新竹,兄弟象,Lamigo桃猿
1254,2011/8/25,1535,台中,興農牛,Lamigo桃猿
1255,2011/8/25,2551,桃園,兄弟象,統一7-ELEVEn獅
1256,2011/8/24,1498,台中,興農牛,Lamigo桃猿
1257,2011/8/23,2418,新莊,兄弟象,統一7-ELEVEn獅
1258,2011/8/21,4075,桃園,Lamigo桃猿,統一7-ELEVEn獅
1259,2011/8/21,3469,洲際,興農牛,兄弟象
1260,2011/8/20,5556,桃園,Lamigo桃猿,統一7-ELEVEn獅
1261,2011/8/20,3298,洲際,興農牛,兄弟象
1262,2011/8/19,2508,桃園,Lamigo桃猿,統一7-ELEVEn獅
1263,2011/8/19,2172,洲際,興農牛,兄弟象
1264,2011/8/18,2328,桃園,Lamigo桃猿,兄弟象
1265,2011/8/18,1459,台中,興農牛,統一7-ELEVEn獅
1266,2011/8/17,2834,桃園,Lamigo桃猿,兄弟象
1267,2011/8/16,1224,台中,興農牛,統一7-ELEVEn獅
1268,2011/8/14,3108,桃園,兄弟象,興農牛
1269,2011/8/14,2611,斗六,統一7-ELEVEn獅,Lamigo桃猿
1270,2011/8/13,4059,天母,兄弟象,興農牛
1271,2011/8/13,4228,台南,統一7-ELEVEn獅,Lamigo桃猿
1272,2011/8/12,2091,新莊,兄弟象,興農牛
1273,2011/8/12,2148,澄清湖,統一7-ELEVEn獅,Lamigo桃猿
1274,2011/8/11,2854,新竹,兄弟象,統一7-ELEVEn獅
1275,2011/8/11,1899,桃園,Lamigo桃猿,興農牛
1276,2011/8/9,1749,桃園,Lamigo桃猿,興農牛
1277,2011/8/7,2016,台中,興農牛,統一7-ELEVEn獅
1278,2011/8/7,3025,屏東,Lamigo桃猿,兄弟象
1279,2011/8/6,1947,斗六,興農牛,統一7-ELEVEn獅
1280,2011/8/6,3192,澄清湖,Lamigo桃猿,兄弟象
1281,2011/8/5,1330,台中,興農牛,統一7-ELEVEn獅
1282,2011/8/5,2929,斗六,Lamigo桃猿,兄弟象
1283,2011/8/4,1536,台中,興農牛,兄弟象
1284,2011/8/4,2063,桃園,Lamigo桃猿,統一7-ELEVEn獅
1285,2011/8/3,1649,台中,興農牛,兄弟象
1286,2011/8/2,2156,桃園,Lamigo桃猿,統一7-ELEVEn獅
1287,2011/7/31,2192,新竹,興農牛,Lamigo桃猿
1288,2011/7/31,4511,台中,統一7-ELEVEn獅,兄弟象
1289,2011/7/30,1961,台中,興農牛,Lamigo桃猿
1290,2011/7/30,5518,新莊,統一7-ELEVEn獅,兄弟象
1291,2011/7/29,1566,台中,興農牛,Lamigo桃猿
1292,2011/7/28,1668,台南,統一7-ELEVEn獅,興農牛
1293,2011/7/27,2727,新莊,兄弟象,Lamigo桃猿
1294,2011/7/26,2278,屏東,統一7-ELEVEn獅,興農牛
1295,2011/7/21,2675,新莊,兄弟象,興農牛
1296,2011/7/21,1819,澄清湖,統一7-ELEVEn獅,Lamigo桃猿
1297,2011/7/20,2027,新竹,兄弟象,興農牛
1298,2011/7/19,2088,台南,統一7-ELEVEn獅,Lamigo桃猿
1299,2011/7/17,3278,新竹,兄弟象,統一7-ELEVEn獅
1300,2011/7/16,3506,新莊,兄弟象,統一7-ELEVEn獅
1301,2011/7/16,1645,桃園,Lamigo桃猿,興農牛
1302,2011/7/16,1368,桃園,Lamigo桃猿,興農牛
1303,2011/7/15,1367,台中,兄弟象,統一7-ELEVEn獅
1304,2011/7/14,2093,桃園,Lamigo桃猿,兄弟象
1305,2011/7/12,2174,桃園,Lamigo桃猿,兄弟象
1306,2011/7/10,3010,桃園,Lamigo桃猿,統一7-ELEVEn獅
1307,2011/7/9,3237,桃園,Lamigo桃猿,統一7-ELEVEn獅
1308,2011/7/9,3858,洲際,興農牛,兄弟象
1309,2011/7/8,2383,桃園,Lamigo桃猿,統一7-ELEVEn獅
1310,2011/7/8,2125,洲際,興農牛,兄弟象
1311,2011/7/7,2145,澄清湖,統一7-ELEVEn獅,兄弟象
1312,2011/7/7,1428,台中,興農牛,Lamigo桃猿
1313,2011/7/6,3278,台南,統一7-ELEVEn獅,兄弟象
1314,2011/7/5,1260,台中,興農牛,Lamigo桃猿
1315,2011/7/3,2583,屏東,兄弟象,Lamigo桃猿
1316,2011/7/3,2889,桃園,統一7-ELEVEn獅,興農牛
1317,2011/7/2,3187,澄清湖,兄弟象,Lamigo桃猿
1318,2011/7/2,3011,新莊,統一7-ELEVEn獅,興農牛
1319,2011/7/1,3743,嘉市,兄弟象,Lamigo桃猿
1320,2011/7/1,2067,新莊,統一7-ELEVEn獅,興農牛
1321,2011/6/30,2069,桃園,Lamigo桃猿,兄弟象
1322,2011/6/26,2504,桃園,Lamigo桃猿,兄弟象
1323,2011/6/26,1494,洲際,興農牛,統一7-ELEVEn獅
1324,2011/6/25,1065,洲際,興農牛,統一7-ELEVEn獅
1325,2011/6/19,2135,桃園,Lamigo桃猿,興農牛
1326,2011/6/18,4245,洲際,興農牛,統一7-ELEVEn獅
1327,2011/6/18,4035,桃園,Lamigo桃猿,兄弟象
1328,2011/6/16,1652,桃園,Lamigo桃猿,興農牛
1329,2011/6/15,1210,洲際,興農牛,Lamigo桃猿
1330,2011/6/14,1326,台中,興農牛,兄弟象
1331,2011/6/12,4067,台南,統一7-ELEVEn獅,興農牛
1332,2011/6/12,5078,新莊,兄弟象,Lamigo桃猿
1333,2011/6/11,2667,澄清湖,統一7-ELEVEn獅,興農牛
1334,2011/6/11,4007,桃園,兄弟象,Lamigo桃猿
1335,2011/6/10,2002,台南,統一7-ELEVEn獅,興農牛
1336,2011/6/10,2577,新竹,兄弟象,Lamigo桃猿
1337,2011/6/9,3128,台南,統一7-ELEVEn獅,兄弟象
1338,2011/6/8,3026,屏東,統一7-ELEVEn獅,兄弟象
1339,2011/6/7,1486,台中,興農牛,Lamigo桃猿
1340,2011/6/5,3806,屏東,Lamigo桃猿,統一7-ELEVEn獅
1341,2011/6/5,4101,洲際,興農牛,兄弟象
1342,2011/6/4,4867,澄清湖,Lamigo桃猿,統一7-ELEVEn獅
1343,2011/6/4,4237,洲際,興農牛,兄弟象
1344,2011/6/3,3351,桃園,Lamigo桃猿,統一7-ELEVEn獅
1345,2011/6/3,2048,台中,興農牛,兄弟象
1346,2011/6/2,2047,桃園,Lamigo桃猿,兄弟象
1347,2011/6/2,1284,台中,興農牛,統一7-ELEVEn獅
1348,2011/6/1,1972,桃園,Lamigo桃猿,兄弟象
1349,2011/5/31,972,台中,興農牛,統一7-ELEVEn獅
1350,2011/5/29,2373,桃園,Lamigo桃猿,興農牛
1351,2011/5/29,3145,屏東,兄弟象,統一7-ELEVEn獅
1352,2011/5/29,2213,桃園,Lamigo桃猿,興農牛
1353,2011/5/28,5074,澄清湖,兄弟象,統一7-ELEVEn獅
1354,2011/5/27,2035,台中,兄弟象,統一7-ELEVEn獅
1355,2011/5/26,2223,台南,統一7-ELEVEn獅,Lamigo桃猿
1356,2011/5/25,2688,台南,統一7-ELEVEn獅,Lamigo桃猿
1357,2011/5/24,1246,新莊,兄弟象,興農牛
1358,2011/5/22,5567,桃園,統一7-ELEVEn獅,兄弟象
1359,2011/5/21,9120,新莊,統一7-ELEVEn獅,兄弟象
1360,2011/5/21,2270,洲際,興農牛,Lamigo桃猿
1361,2011/5/20,3266,洲際,統一7-ELEVEn獅,兄弟象
1362,2011/5/20,2162,新竹,興農牛,Lamigo桃猿
1363,2011/5/19,2580,桃園,Lamigo桃猿,統一7-ELEVEn獅
1364,2011/5/19,1385,台中,興農牛,兄弟象
1365,2011/5/18,2519,桃園,Lamigo桃猿,統一7-ELEVEn獅
1366,2011/5/13,2013,桃園,Lamigo桃猿,兄弟象
1367,2011/5/13,1459,洲際,興農牛,統一7-ELEVEn獅
1368,2011/5/12,1766,桃園,Lamigo桃猿,興農牛
1369,2011/5/12,2295,新莊,兄弟象,統一7-ELEVEn獅
1370,2011/5/11,1925,桃園,Lamigo桃猿,興農牛
1371,2011/5/10,3502,新竹,兄弟象,統一7-ELEVEn獅
1372,2011/5/8,3518,新莊,兄弟象,興農牛
1373,2011/5/8,3018,斗六,統一7-ELEVEn獅,Lamigo桃猿
1374,2011/5/7,3279,桃園,兄弟象,興農牛
1375,2011/5/7,4155,台南,統一7-ELEVEn獅,Lamigo桃猿
1376,2011/5/6,2046,斗六,兄弟象,興農牛
1377,2011/5/6,3351,澄清湖,統一7-ELEVEn獅,Lamigo桃猿
1378,2011/5/5,2338,澄清湖,兄弟象,Lamigo桃猿
1379,2011/5/5,2015,台南,統一7-ELEVEn獅,興農牛
1380,2011/5/4,2188,台南,兄弟象,Lamigo桃猿
1381,2011/5/3,1760,台南,統一7-ELEVEn獅,興農牛
1382,2011/5/1,2696,洲際,興農牛,兄弟象
1383,2011/5/1,6187,桃園,Lamigo桃猿,統一7-ELEVEn獅
1384,2011/4/30,2441,洲際,興農牛,兄弟象
1385,2011/4/30,7032,桃園,Lamigo桃猿,統一7-ELEVEn獅
1386,2011/4/29,1744,洲際,興農牛,兄弟象
1387,2011/4/29,3754,桃園,Lamigo桃猿,統一7-ELEVEn獅
1388,2011/4/28,1232,台中,興農牛,Lamigo桃猿
1389,2011/4/27,1268,台中,興農牛,Lamigo桃猿
1390,2011/4/26,3394,新莊,兄弟象,統一7-ELEVEn獅
1391,2011/4/24,3741,斗六,兄弟象,Lamigo桃猿
1392,2011/4/24,5060,新莊,統一7-ELEVEn獅,興農牛
1393,2011/4/23,4309,洲際,兄弟象,Lamigo桃猿
1394,2011/4/23,5045,新莊,統一7-ELEVEn獅,興農牛
1395,2011/4/22,4531,嘉市,兄弟象,Lamigo桃猿
1396,2011/4/22,2073,台南,統一7-ELEVEn獅,興農牛
1397,2011/4/21,2388,新竹,兄弟象,興農牛
1398,2011/4/21,2015,台南,統一7-ELEVEn獅,Lamigo桃猿
1399,2011/4/20,2154,新莊,兄弟象,興農牛
1400,2011/4/19,2577,屏東,統一7-ELEVEn獅,Lamigo桃猿
1401,2011/4/17,5060,台南,統一7-ELEVEn獅,兄弟象
1402,2011/4/16,4238,澄清湖,統一7-ELEVEn獅,兄弟象
1403,2011/4/16,3687,桃園,Lamigo桃猿,興農牛
1404,2011/4/15,4160,台南,統一7-ELEVEn獅,兄弟象
1405,2011/4/15,2108,桃園,Lamigo桃猿,興農牛
1406,2011/4/14,1372,台中,興農牛,統一7-ELEVEn獅
1407,2011/4/14,3071,羅東,Lamigo桃猿,兄弟象
1408,2011/4/13,1430,台中,興農牛,統一7-ELEVEn獅
1409,2011/4/12,2898,桃園,Lamigo桃猿,兄弟象
1410,2011/4/10,1971,台中,興農牛,Lamigo桃猿
1411,2011/4/10,3156,屏東,兄弟象,統一7-ELEVEn獅
1412,2011/4/9,2461,台中,興農牛,Lamigo桃猿
1413,2011/4/9,5153,澄清湖,兄弟象,統一7-ELEVEn獅
1414,2011/4/8,2165,新竹,興農牛,Lamigo桃猿
1415,2011/4/8,2619,台中,兄弟象,統一7-ELEVEn獅
1416,2011/4/7,1616,台南,統一7-ELEVEn獅,興農牛
1417,2011/4/7,2962,新莊,兄弟象,Lamigo桃猿
1418,2011/4/6,2007,台南,統一7-ELEVEn獅,興農牛
1419,2011/4/5,6081,桃園,兄弟象,Lamigo桃猿
1420,2011/4/3,7355,新莊,兄弟象,興農牛
1421,2011/4/3,5630,澄清湖,統一7-ELEVEn獅,Lamigo桃猿
1422,2011/4/2,5065,桃園,兄弟象,興農牛
1423,2011/4/2,7008,台南,統一7-ELEVEn獅,Lamigo桃猿
1424,2011/4/1,3549,新竹,兄弟象,興農牛
1425,2011/4/1,2175,台南,統一7-ELEVEn獅,Lamigo桃猿
1426,2011/3/31,2588,屏東,Lamigo桃猿,興農牛
1427,2011/3/31,3461,澄清湖,統一7-ELEVEn獅,兄弟象
1428,2011/3/30,2901,屏東,Lamigo桃猿,興農牛
1429,2011/3/29,6750,台南,統一7-ELEVEn獅,兄弟象
1430,2011/3/26,2370,洲際,興農牛,統一7-ELEVEn獅
1431,2011/3/26,4424,桃園,Lamigo桃猿,兄弟象
1432,2011/3/25,1745,台中,興農牛,統一7-ELEVEn獅
1433,2011/3/25,2719,桃園,Lamigo桃猿,兄弟象
1434,2011/3/24,2323,新竹,興農牛,兄弟象
1435,2011/3/24,2019,桃園,Lamigo桃猿,統一7-ELEVEn獅
1436,2011/3/23,1945,台中,興農牛,兄弟象
1437,2011/3/22,6596,桃園,Lamigo桃猿,統一7-ELEVEn獅
1438,2011/3/20,5086,洲際,興農牛,Lamigo桃猿
1439,2011/3/20,5763,屏東,兄弟象,統一7-ELEVEn獅
1440,2011/3/19,14028,澄清湖,兄弟象,興農牛
1441,2010/10/6,2448,屏東,LaNew熊,兄弟象
1442,2010/10/5,1203,新莊,興農牛,LaNew熊
1443,2010/10/4,1678,桃園,兄弟象,興農牛
1444,2010/10/3,4207,澄清湖,LaNew熊,興農牛
1445,2010/10/3,4036,台南,統一7-ELEVEn獅,兄弟象
1446,2010/10/2,1825,斗六,統一7-ELEVEn獅,LaNew熊
1447,2010/10/1,2205,台中,興農牛,兄弟象
1448,2010/9/30,1562,台中,興農牛,LaNew熊
1449,2010/9/30,1638,桃園,兄弟象,統一7-ELEVEn獅
1450,2010/9/29,1567,台中,興農牛,統一7-ELEVEn獅
1451,2010/9/27,1479,台南,統一7-ELEVEn獅,興農牛
1452,2010/9/26,12500,新莊,兄弟象,LaNew熊
1453,2010/9/26,2465,台中,興農牛,統一7-ELEVEn獅
1454,2010/9/25,7516,天母,兄弟象,LaNew熊
1455,2010/9/25,2787,台中,興農牛,統一7-ELEVEn獅
1456,2010/9/24,2762,新竹,兄弟象,LaNew熊
1457,2010/9/24,1878,斗六,興農牛,統一7-ELEVEn獅
1458,2010/9/23,3169,桃園,LaNew熊,兄弟象
1459,2010/9/22,1154,台南,統一7-ELEVEn獅,興農牛
1460,2010/9/21,1134,澄清湖,LaNew熊,興農牛
1461,2010/9/18,2385,澄清湖,LaNew熊,興農牛
1462,2010/9/18,3545,台南,統一7-ELEVEn獅,兄弟象
1463,2010/9/17,2980,澄清湖,LaNew熊,興農牛
1464,2010/9/17,2022,台南,統一7-ELEVEn獅,兄弟象
1465,2010/9/16,3186,屏東,LaNew熊,兄弟象
1466,2010/9/16,1077,台南,統一7-ELEVEn獅,興農牛
1467,2010/9/15,3841,屏東,LaNew熊,兄弟象
1468,2010/9/14,1067,台南,統一7-ELEVEn獅,興農牛
1469,2010/9/12,4210,天母,兄弟象,興農牛
1470,2010/9/11,2011,台南,統一7-ELEVEn獅,LaNew熊
1471,2010/9/11,4690,天母,兄弟象,興農牛
1472,2010/9/10,1153,台南,統一7-ELEVEn獅,LaNew熊
1473,2010/9/10,4084,新莊,兄弟象,興農牛
1474,2010/9/9,1679,新竹,兄弟象,統一7-ELEVEn獅
1475,2010/9/7,2964,斗六,兄弟象,統一7-ELEVEn獅
1476,2010/9/5,2713,洲際,LaNew熊,統一7-ELEVEn獅
1477,2010/9/5,3374,台中,興農牛,兄弟象
1478,2010/9/5,3097,台中,興農牛,兄弟象
1479,2010/9/4,2979,桃園,LaNew熊,統一7-ELEVEn獅
1480,2010/9/3,1470,新莊,LaNew熊,統一7-ELEVEn獅
1481,2010/9/3,2594,新竹,興農牛,兄弟象
1482,2010/9/2,976,羅東,LaNew熊,興農牛
1483,2010/9/2,2079,屏東,統一7-ELEVEn獅,兄弟象
1484,2010/9/1,871,新竹,LaNew熊,興農牛
1485,2010/8/31,2570,嘉市,統一7-ELEVEn獅,兄弟象
1486,2010/8/29,2031,斗六,LaNew熊,兄弟象
1487,2010/8/29,2660,新莊,統一7-ELEVEn獅,興農牛
1488,2010/8/29,1055,斗六,LaNew熊,兄弟象
1489,2010/8/28,4067,天母,統一7-ELEVEn獅,興農牛
1490,2010/8/27,5105,屏東,LaNew熊,兄弟象
1491,2010/8/27,6017,桃園,統一7-ELEVEn獅,興農牛
1492,2010/8/26,2971,台中,兄弟象,興農牛
1493,2010/8/26,1605,新竹,統一7-ELEVEn獅,LaNew熊
1494,2010/8/24,1525,台南,統一7-ELEVEn獅,LaNew熊
1495,2010/8/22,5723,新莊,兄弟象,統一7-ELEVEn獅
1496,2010/8/22,2445,天母,興農牛,LaNew熊
1497,2010/8/21,4256,天母,兄弟象,統一7-ELEVEn獅
1498,2010/8/21,2053,羅東,興農牛,LaNew熊
1499,2010/8/20,3084,新莊,兄弟象,統一7-ELEVEn獅
1500,2010/8/20,1662,羅東,興農牛,LaNew熊
1501,2010/8/19,4058,新竹,兄弟象,LaNew熊
1502,2010/8/19,1564,新莊,興農牛,統一7-ELEVEn獅
1503,2010/8/18,5565,台中,兄弟象,LaNew熊
1504,2010/8/15,4051,斗六,統一7-ELEVEn獅,兄弟象
1505,2010/8/15,2127,澄清湖,LaNew熊,興農牛
1506,2010/8/14,4480,台南,統一7-ELEVEn獅,兄弟象
1507,2010/8/14,4478,澄清湖,LaNew熊,興農牛
1508,2010/8/13,2237,台南,統一7-ELEVEn獅,兄弟象
1509,2010/8/13,4513,屏東,LaNew熊,興農牛
1510,2010/8/12,1341,台南,統一7-ELEVEn獅,LaNew熊
1511,2010/8/11,1480,台南,統一7-ELEVEn獅,LaNew熊
1512,2010/8/10,2045,台中,興農牛,兄弟象
1513,2010/8/8,2833,天母,兄弟象,LaNew熊
1514,2010/8/8,2397,新莊,興農牛,統一7-ELEVEn獅
1515,2010/8/7,2364,天母,兄弟象,LaNew熊
1516,2010/8/7,2034,新竹,興農牛,統一7-ELEVEn獅
1517,2010/8/6,3141,新莊,兄弟象,LaNew熊
1518,2010/8/6,2128,台中,興農牛,統一7-ELEVEn獅
1519,2010/8/5,2185,新竹,兄弟象,統一7-ELEVEn獅
1520,2010/8/5,1658,台中,興農牛,LaNew熊
1521,2010/8/3,1677,斗六,興農牛,LaNew熊
1522,2010/8/1,3596,新莊,兄弟象,興農牛
1523,2010/8/1,2994,澄清湖,LaNew熊,統一7-ELEVEn獅
1524,2010/7/31,3518,天母,兄弟象,興農牛
1525,2010/7/31,5269,澄清湖,LaNew熊,統一7-ELEVEn獅
1526,2010/7/31,833,澄清湖,LaNew熊,統一7-ELEVEn獅
1527,2010/7/30,3019,新竹,兄弟象,興農牛
1528,2010/7/22,2887,澄清湖,LaNew熊,興農牛
